idx,bant_submit,business_unit,customer_idx,customer_type,enterprise,historical_existing_cnt,customer_job,lead_desc_length,inquiry_type,product_category,product_subcategory,product_modelname,customer_position,response_corporate,expected_timeline,business_area,business_subarea,lead_owner,is_converted
29975,1.0,AS,38720,Specifier/ Influencer,Enterprise,0.0,business development,3,Quotation or Purchase Consultation,chiller,,,ceo/founder,LGEMS,3 months ~ 6 months,corporate / office,,42,False
26301,1.0,ID,36523,End-Customer,Enterprise,,other,172,Other,standard signage,UHD TV Signage,65UR640S (ASIA),other,LGEML,less than 3 months,retail,Other Stores,199,False
52034,0.25,IT,149,End-Customer,Enterprise,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,,,374,False
40955,0.25,AS,47466,End-Customer,Enterprise,16.0,,9,Quotation or purchase consultation,multi-split,,,none,LGESP,,,,23,False
25286,0.75,AS,8875,End-Customer,SMB,,other,197,Quotation or purchase consultation,vrf,,,manager,LGEUS,more than a year,government department,,27,False
55933,0.75,ID,21783,End-Customer,SMB,40.0,administrative,150,Quotation or Purchase Consultation,video wall signage,"55"" 700 nits FHD 0.44mm Even Bezel Video Wall",55VSH7J,c-level executive,LGECB,less than 3 months,government department,Military,233,True
52471,0.0,IT,10626,End Customer,Enterprise,0.0,,3,,,,,none,LGEUS,,,,439,True
57627,1.0,AS,1886,Specifier/ Influencer,Enterprise,,administrative,212,Quotation or purchase consultation,chiller,,,director,LGECB,less than 3 months,retail,Other Stores,938,False
54344,1.0,ID,7798,End Customer,SMB,,administrative,90,Quotation or Purchase Consultation,video wall signage,"55"" 700 nits FHD Slim Bezel Video Wall",55VH7J-H,ceo/founder,LGECB,less than 3 months,hospital & health care,Clinic,344,False
455,0.75,ID,6083,End-Customer,SMB,,purchasing,444,Quotation or purchase consultation,led signage,Compact Series,,manager,LGEIL,,corporate / office,Logistics,174,False
33689,0.5,ID,1365,Channel Partner,SMB,3.0,cloud / mobility,3,Quotation or Purchase Consultation,,,,market intelligence/research,LGEUS,,,,194,False
40936,0.25,AS,47466,End-Customer,Enterprise,16.0,,112,Quotation or purchase consultation,multi inverter,,,none,LGESP,,,,23,False
15432,0.25,AS,47466,End-Customer,Enterprise,115.0,,204,Quotation or purchase consultation,rac,,,none,LGEPH,,,,16,False
13149,0.5,ID,12670,Specifier/ Influencer,SMB,1.0,,51,Quotation or Purchase Consultation,,,,none,LGEUS,3 months ~ 6 months,,,352,False
19712,0.25,AS,47466,End Customer,Enterprise,19.0,,85,Quotation or Purchase Consultation,multi-split,,,none,LGEIL,,,,115,False
1551,1.0,ID,25756,Specifier/ Influencer,SMB,,business development,47,Request for Partnership,oled signage,Flexible Curved Open Frame OLED Signage,55EF5K-L,c-level executive,LGESP,3 months ~ 6 months,corporate / office,Telecommunication,167,True
45137,1.0,AS,35757,End Customer,SMB,,purchasing,152,Quotation or Purchase Consultation,single-split,,,others,LGESP,less than 3 months,,,97,False
14364,1.0,AS,25224,Specifier/ Influencer,Enterprise,,operations,92,Usage or technical consultation,multi-split,,,manager,LGESJ,less than 3 months,,,44,False
47925,1.0,AS,1058,Specifier/ Influencer,SMB,,business development,12,Trainings,control,,,director,LGEPR,more than a year,,,125,False
10300,0.75,ID,39532,End-Customer,SMB,,operations,50,Quotation or purchase consultation,hotel tv,Essential Commercial TV with 4K Active HDR,43UT343H (NA),vice president,LGEIL,less than 3 months,,,174,False
23912,0.75,IT,19879,End Customer,Enterprise,,surgery professional,34,Quotation or Purchase Consultation,medical display,Surgical Monitors,,ceo/founder,LGEIL,less than 3 months,hospital & health care,Hospital,404,False
3325,0.75,ID,44772,Channel Partner,Enterprise,,,174,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
55082,0.25,ID,13670,End-Customer,Enterprise,,purchasing,44,Quotation or Purchase Consultation,ledallinone,,,none,LGECB,,residential (home),,344,False
20139,1.0,AS,14799,End Customer,SMB,,purchasing,68,Quotation or Purchase Consultation,multi-split,,,others,LGESP,more than a year,,,97,False
29563,1.0,AS,12948,Specifier/ Influencer,Enterprise,,program and project management,202,Quotation or purchase consultation,vrf,,,c-level executive,LGECB,more than a year,corporate / office,Construction,648,False
5234,0.75,ID,26902,Specifier/ Influencer,Enterprise,,contractor,89,Quotation or purchase consultation,,,,none,LGEUS,less than 3 months,,,194,False
35187,1.0,ID,2199,End-Customer,Enterprise,,engineering,64,Quotation or purchase consultation,hotel tv,LT340H Series,43LT340H (MEA),manager,LGESJ,less than 3 months,,,153,False
24049,0.25,IT,23711,End Customer,SMB,0.0,,33,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Hospital,567,True
12967,0.5,ID,13287,End Customer,SMB,2.0,business development,261,Quotation or Purchase Consultation,video wall signage,,,none,LGEUK,less than 3 months,,,185,False
21046,0.75,IT,38700,End-Customer,SMB,,information technology,304,Quotation or Purchase Consultation,monitor,,,none,LGEUK,less than 3 months,,,426,False
36515,1.0,AS,36671,Specifier/ Influencer,SMB,,administrative,3,Quotation or Purchase Consultation,control,,,manager,LGEPS,6 months ~ 9 months,,,654,False
25002,1.0,ID,17365,End-Customer,SMB,,information technology,41,Quotation or Purchase Consultation,,,,manager,LGEUS,less than 3 months,government department,General Government Office,448,True
29330,0.75,AS,14972,End-Customer,Enterprise,,administrative,103,Quotation or purchase consultation,rac,,,c-level executive,LGESP,,corporate / office,Insurance,97,False
57474,1.0,AS,10821,End Customer,Enterprise,,business development,269,Quotation or Purchase Consultation,etc.,,,partner,LGESP,more than a year,retail,Other Stores,97,False
11505,0.5,ID,4787,Channel Partner,SMB,,owner,242,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
46844,0.5,AS,47466,End Customer,Enterprise,16.0,,11,Quotation or Purchase Consultation,multi-split,,,none,LGECB,less than 3 months,,,39,False
11323,0.5,ID,35137,Specifier/ Influencer,SMB,,,247,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,205,False
186,0.5,AS,1976,Specifier/ Influencer,Enterprise,,other,119,Quotation or purchase consultation,rac,,,other,LGEPH,,corporate / office,Construction,1,False
11005,0.25,ID,38545,End-Customer,SMB,,information technology,41,Quotation or purchase consultation,oled signage,"49"" 500 nits FHD Slim Bezel Video Wall",110UM5J,none,LGEPS,,,,192,False
21341,0.25,IT,30687,End Customer,SMB,,,29,Quotation or Purchase Consultation,,,,none,LGEUS,,,,374,False
22180,1.0,ID,45311,Channel Partner,SMB,,business development,151,Quotation or Purchase Consultation,accessories,webOS Box,WP402,ceo/founder,LGEAP,less than 3 months,special purpose,Mixed-use (Multi Complex),157,False
35728,0.5,AS,18060,Consultant,SMB,0.0,engineering,25,Quotation or purchase consultation,vrf,,,other,LGEPH,,,,84,True
42069,0.25,AS,47466,End-Customer,Enterprise,105.0,,16,Quotation or purchase consultation,heating,,,none,LGEPL,,,,694,False
55259,1.0,AS,3647,Specifier/ Influencer,Enterprise,,other,100,Quotation or purchase consultation,single-split,,,entry level,LGESP,less than 3 months,residential (home),Others,23,False
26240,1.0,ID,17450,End Customer,SMB,,marketing,676,Request for Partnership,oled signage,Transparent OLED Touch Signage,55EW5TK-A,vice president,LGEUS,9 months ~ 1 year,retail,Car Dealership,152,True
28381,0.5,AS,17856,Specifier/ Influencer,SMB,,engineering,128,Quotation or purchase consultation,chiller,,,manager,LGEEG,,factory,Manufacturing Factory / Plant,51,False
35307,0.75,ID,25999,End Customer,Enterprise,,healthcare services,168,Quotation or Purchase Consultation,one:quick series,,,none,LGESP,less than 3 months,,,317,False
19213,1.0,AS,21321,Specifier/ Influencer,Enterprise,,product management,3,Others,vrf,,,others,LGEPR,3 months ~ 6 months,,,125,False
58902,0.75,ID,7516,End-Customer,SMB,,arts and design,110,Quotation or Purchase Consultation,led signage,LG LED All-in-One Premium Series,,ceo/founder,LGEMS,,transportation,Others,214,False
54475,0.25,IT,33038,End-Customer,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,374,False
19982,0.25,AS,47466,End Customer,Enterprise,3.0,,28,Quotation or Purchase Consultation,multi-split,,,none,LGEAF,,,,114,False
23964,0.25,IT,22049,End Customer,SMB,,,93,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Hospital,833,True
19881,0.25,AS,47466,End Customer,Enterprise,105.0,,16,Quotation or Purchase Consultation,multi-split,,,none,LGEUK,,,,755,False
25281,0.5,AS,33454,End-Customer,SMB,,sales,36,Quotation or purchase consultation,etc.,,,manager,LGEGF,,government department,,25,False
18405,0.5,AS,35893,End-Customer,SMB,,engineering,1008,Quotation or purchase consultation,chiller,,,associate/analyst,LGEUS,,,,27,False
1285,1.0,ID,31353,End-Customer,Enterprise,,purchasing,100,Quotation or purchase consultation,led signage,,,manager,LGEGF,less than 3 months,corporate / office,Engineering,319,False
19302,0.5,AS,20486,End-Customer,SMB,,engineering,6,Quotation or purchase consultation,single-split,,,associate/analyst,LGEPH,,,,0,False
17221,0.5,AS,43022,End-Customer,Enterprise,,education,22,Quotation or purchase consultation,rac,,,vice president,LGEIL,,,,674,False
19721,0.25,AS,47466,End Customer,Enterprise,19.0,,27,Quotation or Purchase Consultation,multi-split,,,none,LGEIL,,,,115,False
13761,0.25,AS,47466,End-Customer,Enterprise,19.0,,116,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,36,True
37933,0.5,AS,27906,End-Customer,SMB,,administrative,331,Quotation or purchase consultation,vrf,,,manager,LGESP,,,,23,False
46929,0.5,AS,43526,Specifier/ Influencer,Enterprise,,others,18,Quotation or Purchase Consultation,etc.,,,trainee,LGEVH,,,,1015,False
55432,0.5,AS,32604,Specifier/ Influencer,Enterprise,,consulting,387,Quotation or purchase consultation,vrf,,,manager,LGESP,,residential (home),Apartment,38,False
25017,0.75,ID,5398,End-Customer,SMB,,information technology,596,Other,interactive signage,Createboard,86TR3DJ,other,LGEUS,less than 3 months,government department,General Government Office,501,True
19548,0.25,AS,47466,End Customer,Enterprise,19.0,,53,Quotation or Purchase Consultation,multi-split,,,none,LGEIL,,,,115,False
44589,1.0,AS,42626,Specifier/ Influencer,Enterprise,,administrative,30,Quotation or purchase consultation,all lg vrf systems,,,ceo/founder,LGEMS,3 months ~ 6 months,,,42,False
28839,1.0,AS,16481,Specifier/ Influencer,Enterprise,,business development,430,Other,vrf,,,partner,LGEAF,less than 3 months,power plant / renewable energy,Others,104,True
3134,0.75,ID,21377,End-Customer,SMB,,maintenance,113,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
21434,0.25,IT,14534,End Customer,Enterprise,,,23,Quotation or Purchase Consultation,,,,none,LGEUS,,,,831,False
47100,0.5,AS,47466,End Customer,Enterprise,16.0,,124,Quotation or Purchase Consultation,etc.,,,none,LGEPS,less than 3 months,,,654,False
2765,0.75,ID,967,Channel Partner,SMB,0.0,project coordinator,189,Quotation or Purchase Consultation,,,,none,LGEUS,3 months ~ 6 months,,,194,False
52982,1.0,AS,22287,End-Customer,Enterprise,,sales,52,Quotation or purchase consultation,multi-split,,,director,LGESP,more than a year,special purpose,,38,False
322,1.0,AS,30958,End Customer,SMB,,business development,302,Quotation or Purchase Consultation,etc.,,,manager,LGESA,more than a year,corporate / office,IT/Software,26,False
23921,0.25,IT,30417,End Customer,SMB,,,31,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Hospital,833,False
12877,0.75,ID,33893,End Customer,Enterprise,,purchasing,28,Quotation or Purchase Consultation,hotel tv,4K UHD Hospitality TV with Pro:Centric Direct,55UR761H (ASIA),entry level,LGEIN,less than 3 months,,,269,False
31427,0.25,ID,30978,End-Customer,SMB,,,3,Quotation or purchase consultation,virtual production,,,none,LGEES,,corporate / office,Developer/Property,380,False
45326,1.0,AS,32526,Channel Partner,SMB,,engineering,10,Usage or Technical Consultation,ventilation,,,manager,LGEMS,3 months ~ 6 months,,,42,False
31438,1.0,ID,43477,End Customer,Enterprise,3.0,engineering,42,Quotation or Purchase Consultation,video wall signage,"55"" 500 nits FHD Slim Bezel Video Wall",55VM5J-H,associate/analyst,LGESP,6 months ~ 9 months,corporate / office,Broadcasting & Media,480,False
29391,1.0,AS,28913,End-Customer,SMB,,human resources,236,Quotation or purchase consultation,multi-split,,,entry level,LGEPL,less than 3 months,corporate / office,Energy,694,False
58491,1.0,AS,34015,End Customer,SMB,,administrative,351,Quotation or Purchase Consultation,etc.,,,others,LGEIN,less than 3 months,factory,Manufacturing Factory / Plant,774,False
45879,0.25,AS,40648,End Customer,Enterprise,,,10,Quotation or Purchase Consultation,,,,none,LGEIL,,,,672,False
34881,0.5,ID,9470,End-Customer,SMB,,n.a,3,Quotation or Purchase Consultation,,,,none,LGEUS,3 months ~ 6 months,,,194,False
42481,0.25,AS,47466,End-Customer,Enterprise,3.0,,80,Quotation or purchase consultation,heating,,,none,LGETK,,,,103,False
38569,0.5,AS,10022,End-Customer,Enterprise,,administrative,259,Quotation or purchase consultation,ar condicionado residencial,,,other,LGESP,,,,23,False
35306,0.75,ID,25999,End-Customer,Enterprise,,healthcare services,168,Quotation or Purchase Consultation,one:quick series,,,none,LGESP,less than 3 months,,,317,False
33054,0.75,ID,19850,End-Customer,SMB,,,3,Quotation or purchase consultation,,,,none,LGEUS,less than 3 months,,,194,False
53272,1.0,AS,18589,End-Customer,SMB,,purchasing,398,Quotation or Purchase Consultation,etc.,,,associate/analyst,LGESP,9 months ~ 1 year,special purpose,Others,97,False
54503,0.25,IT,39996,End-Customer,SMB,0.0,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Hospital,439,True
41052,0.25,AS,47466,End-Customer,Enterprise,16.0,,48,Quotation or purchase consultation,rac,,,none,LGESP,,,,38,False
14368,1.0,AS,10633,Specifier/ Influencer,Enterprise,,engineering,39,Quotation or purchase consultation,heating,,,ceo/founder,LGEPH,less than 3 months,,,8,False
18482,0.25,AS,47466,End-Customer,Enterprise,11.0,,75,Quotation or purchase consultation,multi-split,,,none,LGEUS,,,,27,False
54752,0.25,IT,11526,End Customer,SMB,,,35,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,589,False
19600,0.25,AS,47466,End Customer,Enterprise,19.0,,189,Quotation or Purchase Consultation,etc.,,,none,LGEIL,,,,115,False
37934,0.5,AS,31633,End-Customer,Enterprise,,administrative,84,Quotation or purchase consultation,single-split,,,manager,LGESP,,,,38,False
47004,0.75,AS,18533,Specifier/ Influencer,Enterprise,,operations,53,Quotation or Purchase Consultation,etc.,,,manager,LGEPR,more than a year,,,125,False
25338,1.0,ID,6027,End-Customer,SMB,,other,44,Quotation or purchase consultation,video wall signage,,,manager,LGEAP,less than 3 months,retail,Luxury(Watch/Jewelry Shop),168,True
35977,1.0,AS,4153,End-Customer,Enterprise,,sales,45,Quotation or purchase consultation,teto ou cassete inverter,,,director,LGESP,more than a year,,,23,False
52062,0.25,IT,8681,End-Customer,Enterprise,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,,,372,True
43065,0.5,AS,1850,Specifier/ Influencer,Enterprise,,support,51,Quotation or purchase consultation,vrf,,,manager,LGEMS,,,,42,False
13595,0.5,AS,27735,Specifier/ Influencer,Enterprise,0.0,consulting,13,Quotation or purchase consultation,chiller,,,other,LGEPH,,,,46,True
21793,1.0,ID,24189,End-Customer,SMB,,arts and design,464,Quotation or purchase consultation,oled signage,OLED Pro Monitor,,other,LGEUS,less than 3 months,special purpose,Others,205,False
46176,0.25,AS,47466,End Customer,Enterprise,16.0,,54,Quotation or Purchase Consultation,vrf,,,none,LGESP,,,,97,False
55267,1.0,AS,4203,Specifier/ Influencer,Enterprise,,engineering,90,Quotation or purchase consultation,single-split,,,director,LGESP,3 months ~ 6 months,residential (home),Apartment,97,False
52403,0.25,IT,15643,End Customer,SMB,,,28,Quotation or Purchase Consultation,,,,none,LGEUS,,,,436,False
20048,0.5,AS,21820,Specifier/ Influencer,SMB,,operations,53,Quotation or Purchase Consultation,vrf,,,manager,LGESJ,,,,44,False
58351,0.5,AS,455,End-Customer,Enterprise,,other,10,Quotation or purchase consultation,single-split,,,ceo/founder,LGEVH,,factory,Others,937,True
19280,0.5,AS,28711,End Customer,Enterprise,,engineering,13,Quotation or Purchase Consultation,single-split,,,manager,LGEPH,,,,121,False
2762,0.75,ID,10437,End-Customer,SMB,0.0,,144,Quotation or Purchase Consultation,,,,none,LGEUS,3 months ~ 6 months,,,194,False
14359,1.0,AS,40794,Specifier/ Influencer,SMB,,operations,249,Quotation or purchase consultation,single-split,,,manager,LGECI,less than 3 months,,,142,False
13979,0.75,AS,21288,Specifier/ Influencer,SMB,,engineering,85,Quotation or purchase consultation,vrf,,,associate/analyst,LGEGF,less than 3 months,,,25,True
11405,0.5,ID,23848,Channel Partner,SMB,0.0,,19,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
