bant_submit,business_unit,customer_idx,customer_type,enterprise,historical_existing_cnt,customer_job,lead_desc_length,inquiry_type,product_category,product_subcategory,product_modelname,customer_position,response_corporate,expected_timeline,business_area,business_subarea,lead_owner,is_converted
1.0,AS,29303,Manager / Director,SMB,,engineering,67,Usage or Technical Consultation,vrf,,,manager,LGECB,less than 3 months,retail,,39,False
1.0,AS,9145,Specifier/ Influencer,SMB,,engineering,58,Quotation or purchase consultation,multi-split,,,ceo/founder,LGEMS,less than 3 months,retail,Real-Estate Agency,42,False
1.0,AS,9145,Specifier/ Influencer,SMB,,engineering,58,Quotation or Purchase Consultation,multi-split,,,ceo/founder,LGEMS,less than 3 months,retail,Real-Estate Agency,42,False
1.0,AS,914,End-Customer,Enterprise,,administrative,64,Quotation or purchase consultation,multi-split,,,ceo/founder,LGEMS,more than a year,retail,,42,False
1.0,AS,914,End Customer,Enterprise,,administrative,64,Quotation or Purchase Consultation,multi-split,,,ceo/founder,LGEMS,more than a year,retail,,42,False
0.75,AS,22896,End-Customer,SMB,,engineering,3,,vrf,,,manager,LGEPR,3 months ~ 6 months,retail,,125,False
0.75,AS,22896,End Customer,SMB,,engineering,3,,vrf,,,manager,LGEPR,3 months ~ 6 months,retail,,125,False
1.0,AS,42143,Specifier/ Influencer,Enterprise,,administrative,98,Quotation or purchase consultation,rac,,,ceo/founder,LGEPS,more than a year,retail,,81,False
1.0,AS,42143,Specifier/ Influencer,Enterprise,,administrative,98,Quotation or Purchase Consultation,etc.,,,ceo/founder,LGEPS,more than a year,retail,,81,False
1.0,AS,29091,End-Customer,Enterprise,,purchasing,71,Quotation or Purchase Consultation,vrf,,,other,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,4194,End Customer,SMB,,business development,25,Quotation or Purchase Consultation,single-split,,,director,LGESP,9 months ~ 1 year,retail,Other Stores,97,False
1.0,AS,13043,End-Customer,Enterprise,,sales,160,Quotation or Purchase Consultation,single-split,,,partner,LGESP,more than a year,retail,Pharmacy,97,False
1.0,AS,13043,End Customer,Enterprise,,sales,160,Quotation or Purchase Consultation,single-split,,,partner,LGESP,more than a year,retail,Pharmacy,97,False
1.0,AS,31759,End Customer,Enterprise,,administrative,146,Services,etc.,,,partner,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,29091,End Customer,Enterprise,,purchasing,71,Quotation or Purchase Consultation,vrf,,,others,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,11198,Specifier/ Influencer,SMB,,engineering,50,Quotation or purchase consultation,multi-split,,,manager,LGECL,more than a year,retail,,124,False
1.0,AS,11198,Specifier/ Influencer,SMB,,engineering,50,Quotation or Purchase Consultation,multi-split,,,manager,LGECL,more than a year,retail,,124,False
1.0,AS,9740,End-Customer,SMB,,operations,31,Quotation or purchase consultation,single-split,,,c-level executive,LGECL,less than 3 months,retail,Other Stores,124,False
1.0,AS,9740,End Customer,SMB,,operations,31,Quotation or Purchase Consultation,single-split,,,c-level executive,LGECL,less than 3 months,retail,Other Stores,124,False
1.0,AS,9740,End-Customer,SMB,,operations,21,Sales Inquiry,single-split,,,commercial end-user,LGECL,more than a year,retail,Other Stores,124,False
1.0,AS,9740,End Customer,SMB,,operations,21,Quotation or Purchase Consultation,single-split,,,others,LGECL,more than a year,retail,Other Stores,124,False
1.0,AS,46621,End Customer,Enterprise,,engineering,265,Quotation or Purchase Consultation,heating,,,c-level executive,LGEPL,more than a year,retail,Electronics & Telco,694,False
1.0,AS,46621,End Customer,Enterprise,,engineering,265,Quotation or Purchase Consultation,heating,,,c-level executive,LGEPL,more than a year,retail,Electronics & Telco,694,False
1.0,AS,40614,End-Customer,Enterprise,,administrative,140,Quotation or Purchase Consultation,rac,,,ceo/founder,LGECB,less than 3 months,retail,Other Stores,649,False
1.0,AS,40614,End Customer,Enterprise,,administrative,174,Quotation or Purchase Consultation,etc.,,,ceo/founder,LGECB,less than 3 months,retail,Other Stores,649,False
1.0,AS,22004,Specifier/ Influencer,SMB,1.0,operations,268,Quotation or purchase consultation,etc.,,,manager,LGEMS,less than 3 months,retail,Shopping Mall,42,False
1.0,AS,22004,Specifier/ Influencer,SMB,1.0,operations,268,Quotation or Purchase Consultation,etc.,,,manager,LGEMS,less than 3 months,retail,Shopping Mall,42,False
0.75,AS,17771,Specifier/ Influencer,Enterprise,,other,160,Trainings,heating,,,other,LGEPL,,retail,,694,False
1.0,AS,21647,Specifier/ Influencer,Enterprise,,engineering,202,Quotation or purchase consultation,rac,,,ceo/founder,LGEMS,more than a year,retail,,42,False
1.0,AS,18510,End-Customer,Enterprise,,administrative,22,Quotation or purchase consultation,etc.,,,manager,LGEMS,less than 3 months,retail,,42,False
0.75,AS,32732,Corporate,Enterprise,1.0,engineering,12,Product Information,vrf,,,entry level,LGEMS,,retail,Other Stores,42,False
1.0,AS,32732,Corporate,Enterprise,1.0,engineering,21,Product Information,vrf,,,entry level,LGEMS,3 months ~ 6 months,retail,Other Stores,42,False
1.0,AS,34959,End-Customer,SMB,,sales,92,Services,chiller,,,trainee,LGEMS,6 months ~ 9 months,retail,Gas Station,42,False
0.75,AS,12289,End-Customer,Enterprise,,administrative,86,Quotation or purchase consultation,rac,,,ceo/founder,LGESP,6 months ~ 9 months,retail,Electronics & Telco,97,False
0.75,AS,12289,End Customer,Enterprise,,administrative,86,Quotation or Purchase Consultation,etc.,,,ceo/founder,LGESP,6 months ~ 9 months,retail,Electronics & Telco,97,False
0.75,AS,17561,End-Customer,Enterprise,,entrepreneurship,391,Quotation or purchase consultation,multi-split,,,partner,LGESP,less than 3 months,retail,Other Stores,97,False
0.75,AS,17561,End Customer,Enterprise,,entrepreneurship,391,Quotation or Purchase Consultation,multi-split,,,partner,LGESP,less than 3 months,retail,Other Stores,97,False
0.5,AS,14014,Specifier/ Influencer,SMB,,engineering,200,Quotation or purchase consultation,rac,,,ceo/founder,LGECL,,retail,Other Stores,124,False
0.75,AS,21862,Specifier/ Influencer,SMB,,business development,238,Quotation or purchase consultation,rac,,,manager,LGECL,less than 3 months,retail,Other Stores,124,False
0.5,AS,9106,Specifier/ Influencer,SMB,,engineering,407,Quotation or purchase consultation,heating,,,other,LGECL,,retail,Other Stores,124,False
0.5,AS,21206,Specifier/ Influencer,SMB,,engineering,47,Product Information,vrf,,,other,LGECL,,retail,Other Stores,124,False
0.5,AS,30085,End Customer,Enterprise,,business development,18,Quotation or Purchase Consultation,etc.,,,ceo/founder,LGEPL,,retail,,694,False
0.5,AS,30085,End Customer,Enterprise,,business development,18,Quotation or Purchase Consultation,etc.,,,ceo/founder,LGEPL,,retail,,694,False
0.5,AS,31037,Specifier/ Influencer,Enterprise,,human resources,84,Quotation or purchase consultation,multi-split,,,ceo/founder,LGEPL,,retail,,694,False
0.5,AS,31037,Specifier/ Influencer,Enterprise,,human resources,84,Quotation or Purchase Consultation,multi-split,,,ceo/founder,LGEPL,,retail,,694,False
0.5,AS,19851,Specifier/ Influencer,SMB,,product management,257,Product Information,etc.,,,associate/analyst,LGEPL,,retail,,694,False
0.5,AS,27152,End-Customer,SMB,,consulting,33,Trainings,chiller,,,director,LGEMS,,retail,Shopping Mall,42,False
0.5,AS,12861,End-Customer,Enterprise,,administrative,54,Quotation or purchase consultation,single-split,,,ceo/founder,LGEPR,,retail,,125,False
0.75,AS,12861,End Customer,Enterprise,,administrative,54,Quotation or Purchase Consultation,single-split,,,ceo/founder,LGEPR,more than a year,retail,,125,False
0.75,AS,23123,Specifier/ Influencer,Enterprise,,engineering,3,,vrf,,,other,LGEPH,9 months ~ 1 year,retail,,1,True
0.75,AS,23122,Specifier/ Influencer,Enterprise,,engineering,3,,vrf,,,others,LGEPH,9 months ~ 1 year,retail,,1,True
1.0,AS,24873,End Customer,SMB,,research,22,Quotation or Purchase Consultation,multi-split,,,ceo/founder,LGEIL,less than 3 months,retail,Hyper Market & Grocery,90,True
1.0,AS,10209,End-Customer,Enterprise,,administrative,15,Quotation or Purchase Consultation,rac,,,ceo/founder,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,10209,End Customer,Enterprise,,administrative,15,Quotation or Purchase Consultation,etc.,,,ceo/founder,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,23363,End-Customer,Enterprise,,business development,280,Quotation or Purchase Consultation,rac,,,ceo/founder,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,23364,End-Customer,Enterprise,,business development,83,Quotation or Purchase Consultation,rac,,,ceo/founder,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,23363,End Customer,Enterprise,,business development,280,Quotation or Purchase Consultation,etc.,,,ceo/founder,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,23364,End Customer,Enterprise,,business development,83,Quotation or Purchase Consultation,etc.,,,ceo/founder,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,35999,End-Customer,Enterprise,,entrepreneurship,58,Quotation or Purchase Consultation,rac,,,ceo/founder,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,35999,End Customer,Enterprise,,entrepreneurship,58,Quotation or Purchase Consultation,etc.,,,ceo/founder,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,23428,End Customer,Enterprise,,entrepreneurship,309,Quotation or Purchase Consultation,etc.,,,ceo/founder,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,45231,End-Customer,SMB,,purchasing,130,Quotation or Purchase Consultation,rac,,,manager,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,14109,End-Customer,SMB,,purchasing,51,Quotation or Purchase Consultation,etc.,,,manager,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,45231,End Customer,SMB,,purchasing,130,Quotation or Purchase Consultation,etc.,,,manager,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,14109,End Customer,SMB,,purchasing,51,Quotation or Purchase Consultation,etc.,,,manager,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,40765,End Customer,SMB,,administrative,58,Quotation or Purchase Consultation,etc.,,,manager,LGESP,more than a year,retail,,97,False
1.0,AS,34954,End-Customer,Enterprise,,sales,126,Quotation or purchase consultation,rac,,,manager,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,34954,End Customer,Enterprise,,sales,126,Quotation or Purchase Consultation,etc.,,,manager,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,25944,End-Customer,SMB,,purchasing,94,Quotation or Purchase Consultation,single-split,,,associate/analyst,LGESP,more than a year,retail,Shopping Mall,97,False
1.0,AS,25944,End Customer,SMB,,purchasing,94,Quotation or Purchase Consultation,single-split,,,associate/analyst,LGESP,more than a year,retail,Shopping Mall,97,False
1.0,AS,14482,End-Customer,SMB,0.0,sales,98,Quotation or Purchase Consultation,rac,,,associate/analyst,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,14482,End Customer,SMB,0.0,sales,98,Quotation or Purchase Consultation,etc.,,,associate/analyst,LGESP,more than a year,retail,Other Stores,97,False
0.75,AS,41969,End Customer,SMB,1.0,consulting,3,,vrf,,,associate/analyst,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,34317,End Customer,SMB,0.0,engineering,113,Quotation or Purchase Consultation,vrf,,,entry level,LGESP,3 months ~ 6 months,retail,Other Stores,97,False
1.0,AS,34610,End-Customer,Enterprise,,support,149,Quotation or Purchase Consultation,etc.,,,other,LGESP,less than 3 months,retail,Pharmacy,97,False
1.0,AS,12473,Specifier/ Influencer,SMB,1.0,engineering,159,Quotation or Purchase Consultation,single-split,,,director,LGESP,more than a year,retail,,97,False
1.0,AS,19811,End-Customer,Enterprise,,purchasing,52,Quotation or Purchase Consultation,single-split,,,director,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,19811,End Customer,Enterprise,,purchasing,52,Quotation or Purchase Consultation,single-split,,,director,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,35409,End-Customer,SMB,,administrative,371,Quotation or Purchase Consultation,rac,,,director,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,35409,End Customer,SMB,,administrative,371,Quotation or Purchase Consultation,etc.,,,director,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,29927,End-Customer,Enterprise,,entrepreneurship,100,Quotation or purchase consultation,single-split,,,director,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,29927,End Customer,Enterprise,,entrepreneurship,100,Quotation or Purchase Consultation,single-split,,,director,LGESP,more than a year,retail,Other Stores,97,False
1.0,AS,5584,End-Customer,Enterprise,,finance,43,Quotation or Purchase Consultation,vrf,,,director,LGESP,more than a year,retail,,97,False
1.0,AS,5584,End Customer,Enterprise,,finance,43,Quotation or Purchase Consultation,vrf,,,director,LGESP,more than a year,retail,,97,False
1.0,AS,8348,End-Customer,Enterprise,,other,86,Quotation or Purchase Consultation,single-split,,,partner,LGESP,less than 3 months,retail,,97,False
1.0,AS,8348,End Customer,Enterprise,,others,86,Quotation or Purchase Consultation,single-split,,,partner,LGESP,less than 3 months,retail,,97,False
1.0,AS,23269,End Customer,Enterprise,,others,151,Quotation or Purchase Consultation,single-split,,,partner,LGESP,less than 3 months,retail,Fashion,97,False
1.0,AS,44928,End-Customer,Enterprise,,administrative,175,Quotation or Purchase Consultation,rac,,,partner,LGESP,more than a year,retail,,97,False
1.0,AS,44928,End Customer,Enterprise,,administrative,175,Quotation or Purchase Consultation,etc.,,,partner,LGESP,more than a year,retail,,97,False
1.0,AS,34610,End Customer,Enterprise,,support,149,Quotation or Purchase Consultation,etc.,,,others,LGESP,less than 3 months,retail,Pharmacy,97,False
1.0,AS,1886,Specifier/ Influencer,Enterprise,,administrative,212,Quotation or purchase consultation,chiller,,,director,LGECB,less than 3 months,retail,Other Stores,938,False
1.0,AS,1886,Specifier/ Influencer,Enterprise,,administrative,212,Quotation or Purchase Consultation,chiller,,,director,LGECB,less than 3 months,retail,Other Stores,938,False
1.0,AS,913,End-Customer,Enterprise,,administrative,28,Product Information,rac,,,ceo/founder,LGEMS,less than 3 months,retail,,42,False
1.0,AS,913,End Customer,Enterprise,,administrative,28,Product Information,etc.,,,ceo/founder,LGEMS,less than 3 months,retail,,42,False
0.75,AS,1254,Specifier/ Influencer,SMB,,engineering,3,,vrf,,,ceo/founder,LGEPS,less than 3 months,retail,,654,False
1.0,AS,17606,End Customer,SMB,,others,94,Quotation or Purchase Consultation,heating,,,others,LGEMK,9 months ~ 1 year,retail,,710,False
1.0,IT,15438,Channel Partner,SMB,,information technology,57,Quotation or Purchase Consultation,monitor,,,ceo/founder,LGEPL,less than 3 months,retail,Electronics & Telco,520,False
1.0,IT,9982,Channel Partner,SMB,,information technology,70,Quotation or Purchase Consultation,monitor,,,ceo/founder,LGEPL,less than 3 months,retail,Electronics & Telco,800,False
0.75,IT,10702,End-Customer,SMB,,information technology,104,Quotation or Purchase Consultation,monitor,,,manager,LGEPL,,retail,,343,False
1.0,IT,45883,End-Customer,SMB,,electronics & telco,253,Quotation or Purchase Consultation,,,,ceo/founder,LGEDG,less than 3 months,retail,,899,False
1.0,IT,5958,End-Customer,SMB,,other stores,112,Quotation or Purchase Consultation,,All Monitors,,ceo/founder,LGEDG,less than 3 months,retail,,385,False
1.0,IT,46763,End-Customer,SMB,,fashion,137,Usage or Technical Consultation,,Monitors for graphics applications & video editing,,ceo/founder,LGEDG,less than 3 months,retail,,392,False
1.0,IT,40993,Service Partner,SMB,,,203,Quotation or Purchase Consultation,,All Monitors,,ceo/founder,LGEDG,less than 3 months,retail,Others,919,False
1.0,IT,29270,Channel Partner,Enterprise,,sales,3,Request a Demo,,Thin Clients,,manager,LGEUS,less than 3 months,retail,Fashion,205,False
1.0,IT,25091,Service Partner,SMB,,arts and design,34,Quotation or Purchase Consultation,monitor,,,director,LGEFS,less than 3 months,retail,Luxury(Watch/Jewelry Shop),394,False
0.75,IT,32312,End-Customer,SMB,,marketing,606,Quotation or Purchase Consultation,monitor,,,manager,LGEPL,less than 3 months,retail,Hyper Market & Grocery,518,False
0.5,IT,45905,End-Customer,SMB,,other,193,Usage or Technical Consultation,monitor,,,manager,LGEPL,,retail,,1070,False
0.5,IT,45905,End-Customer,SMB,,other,193,Usage or Technical Consultation,monitor,,,manager,LGEPL,,retail,,1070,False
0.5,IT,47466,End-Customer,Enterprise,,radiology professional,3,Quotation or Purchase Consultation,monitor,,,manager,LGECB,,retail,,894,False
0.75,IT,4887,End-Customer,SMB,,car dealership,270,Quotation or Purchase Consultation,,,,manager,LGEDG,less than 3 months,retail,,783,False
1.0,IT,21271,Channel Partner,Enterprise,,information technology,147,Quotation or Purchase Consultation,monitor,,,ceo/founder,LGEPL,less than 3 months,retail,,800,False
